season,season_start_year,month,geography,estimate_50_64_years,estimate_ge_65_years,estimate_6_months_4_years,estimate_5_12_years,estimate_13_17_years,estimate_18_49_years,ci_lower_50_64_years,ci_lower_ge_65_years,ci_lower_6_months_4_years,ci_lower_5_12_years,ci_lower_13_17_years,ci_lower_18_49_years,ci_upper_50_64_years,ci_upper_ge_65_years,ci_upper_6_months_4_years,ci_upper_5_12_years,ci_upper_13_17_years,ci_upper_18_49_years,sample_size_50_64_years,sample_size_ge_65_years,sample_size_6_months_4_years,sample_size_5_12_years,sample_size_13_17_years,sample_size_18_49_years
2020-21,2020,4,Region 6,49,71.6,63.3,57.9,47.5,30.4,45.5,69.2,60.3,55.7,44.6,28.4,52.5,74,66.3,60.1,50.4,32.4,6285,9073,5788,8097,4411,8881
2020-21,2020,4,Region 7,57.2,76.2,71.7,60.9,51.7,39.3,55.4,74.8,68.1,58.2,47.9,37.9,59,77.6,75.3,63.6,55.5,40.7,10993,15177,2916,3748,2124,15870
2020-21,2020,4,Region 8,55.9,74,68.5,61.2,54.8,39.8,53.9,72.2,65,58.5,51.4,38.4,57.9,75.8,72,63.9,58.2,41.2,7368,10986,3951,4887,3095,11192
2020-21,2020,4,Region 9,48.7,70.2,65.3,54.2,49.1,36.2,44.2,66.5,62,51.5,44.9,33.5,53.2,73.9,68.6,56.9,53.3,38.9,4815,6575,4107,6069,2466,7411
2020-21,2020,4,United States,53.3,73.9,67.4,58.8,50.5,36.9,52.1,73.1,66.3,58,49.4,36.1,54.5,74.7,68.5,59.6,51.6,37.7,79128,105403,46580,65139,34064,107180
2020-21,2020,5,Region 1,63.7,80.4,83.9,77.4,70.6,48.8,61.5,78.4,81.3,75.3,67.6,46.8,65.9,82.4,86.5,79.5,73.6,50.8,9372,12155,4551,7012,3610,10005
2020-21,2020,5,Region 10,57.5,76.2,65.4,59.7,51.4,38.2,55,74.4,61.2,56.7,47.3,36.2,60,78,69.6,62.7,55.5,40.2,5431,7476,3127,4420,2008,8083
2020-21,2020,5,Region 2,57,76.7,79.3,65.8,57.5,40.3,54.6,74.5,75.7,62.9,53.6,38.3,59.4,78.9,82.9,68.7,61.4,42.3,6469,7663,2728,3358,1821,8335
2020-21,2020,5,Region 3,57.7,78,75.1,65.3,59.6,42.8,55,75.5,72.8,63.6,57.2,40.6,60.4,80.5,77.4,67,62,45,8323,9840,7535,11484,6016,10796
2020-21,2020,5,Region 4,50,72.7,60.8,52.2,43.3,33.8,47.8,70.9,57.9,50.1,41,32.2,52.2,74.5,63.7,54.3,45.6,35.4,8042,11758,6473,8989,4773,10450
2020-21,2020,5,Region 5,58.1,77.7,67.8,60.1,49.3,39.1,55.9,75.9,65,58.1,46.5,37.5,60.3,79.5,70.6,62.1,52.1,40.7,12030,14700,5404,7075,3740,16157
2020-21,2020,5,Region 6,49,72.6,63.3,57.9,47.7,31.3,45.5,70.2,60.3,55.7,44.8,29.1,52.5,75,66.3,60.1,50.6,33.5,6285,9073,5788,8097,4411,8881
2020-21,2020,5,Region 7,57.4,77.6,71.9,60.9,52.1,39.4,55.6,75.8,68.3,58.2,48.3,38,59.2,79.4,75.5,63.6,55.9,40.8,10993,15177,2916,3748,2124,15870
2020-21,2020,5,Region 8,56.8,74.8,68.7,61.3,55.5,40.5,54.6,73,65.2,58.6,51.9,38.9,59,76.6,72.2,64,59.1,42.1,7368,10986,3951,4887,3095,11192
2020-21,2020,5,Region 9,48.9,71,66.2,54.5,49.6,36.3,44.4,67.3,62.6,51.8,45.4,33.6,53.4,74.7,69.8,57.2,53.8,39,4815,6575,4107,6069,2466,7411
2020-21,2020,5,United States,54.2,75.2,68,59,50.8,37.7,53,74.2,66.9,58.2,49.7,36.9,55.4,76.2,69.1,59.8,51.9,38.5,79128,105403,46580,65139,34064,107180
2020-21,2020,7,Region 1,0.4,,2.1,0.8,,,0.2,,1.2,0.5,,,0.6,,3,1.1,,,9372,,4551,7012,,
2020-21,2020,7,Region 10,,,2,0.7,,,,,1.2,0.4,,,,,2.8,1,,,,,3127,4420,,
2020-21,2020,7,Region 2,,,2.7,1.3,,,,,1.6,0.8,,,,,3.8,1.8,,,,,2728,3358,,
2020-21,2020,7,Region 3,,0.2,2.1,1.1,0.8,,,0.2,1.5,0.8,0.4,,,0.2,2.7,1.4,1.2,,,9840,7535,11484,6016,
2020-21,2020,7,Region 4,0.1,0.4,2.1,1.8,1.4,0.1,0.1,0.2,1.5,1.4,0.8,0.1,0.1,0.6,2.7,2.2,2,0.1,8042,11758,6473,8989,4773,10450
2020-21,2020,7,Region 5,0.2,,1.4,1.2,0.6,,0.2,,1,0.8,0.3,,0.2,,1.8,1.6,0.9,,12030,,5404,7075,3740,
2020-21,2020,7,Region 6,,,2.4,1,1.1,,,,1.6,0.7,0.6,,,,3.2,1.3,1.6,,,,5788,8097,4411,
2020-21,2020,7,Region 7,,,2,0.8,,0.2,,,1.2,0.4,,0.2,,,2.8,1.2,,0.2,,,2916,3748,,15870
2020-21,2020,7,Region 8,,0.4,1.8,0.9,1.2,,,0.2,1.1,0.4,0.6,,,0.6,2.5,1.4,1.8,,,10986,3951,4887,3095,
2020-21,2020,7,Region 9,,,2,1.7,,0.4,,,1.3,1,,0.2,,,2.7,2.4,,0.6,,,4107,6069,,7411
2020-21,2020,7,United States,0.2,0.3,2.1,1.3,1,0.3,0.2,0.3,1.9,1.1,0.8,0.3,0.2,0.3,2.3,1.5,1.2,0.3,79128,105403,46580,65139,34064,107180
2020-21,2020,8,Region 1,1.7,3.2,7.2,5.4,5,1.8,1.3,2.6,5.8,4.5,3.8,1.2,2.1,3.8,8.6,6.3,6.2,2.4,9372,12155,4551,7012,3610,10005
2020-21,2020,8,Region 10,1.4,2.4,4.8,3.6,4.1,1,1,2,3.6,2.7,2.7,0.8,1.8,2.8,6,4.5,5.5,1.2,5431,7476,3127,4420,2008,8083
2020-21,2020,8,Region 2,1.8,3.2,7.6,5.6,4.6,1.4,1.4,2.6,6,4.5,3.2,1,2.2,3.8,9.2,6.7,6,1.8,6469,7663,2728,3358,1821,8335
2020-21,2020,8,Region 3,2.4,2.9,7.1,4.8,4.8,1.7,1.6,2.1,6,4.2,3.8,1.3,3.2,3.7,8.2,5.4,5.8,2.1,8323,9840,7535,11484,6016,10796
2020-21,2020,8,Region 4,1.5,2.9,6.8,6.2,4.9,1.2,1.1,2.5,5.8,5.4,4,0.8,1.9,3.3,7.8,7,5.8,1.6,8042,11758,6473,8989,4773,10450
2020-21,2020,8,Region 5,1.7,2.9,6.2,4.5,4,1.7,1.3,2.5,5.1,3.8,3,1.3,2.1,3.3,7.3,5.2,5,2.1,12030,14700,5404,7075,3740,16157
2020-21,2020,8,Region 6,2.4,2.6,8.6,5.8,4.8,1.2,1.6,2,7.1,4.9,3.9,0.8,3.2,3.2,10.1,6.7,5.7,1.6,6285,9073,5788,8097,4411,8881
2020-21,2020,8,Region 7,1.3,2.5,6.3,4.9,3.3,1,0.9,2.1,5,3.8,2.3,0.8,1.7,2.9,7.6,6,4.3,1.2,10993,15177,2916,3748,2124,15870
2020-21,2020,8,Region 8,1.3,2.6,6.8,4.2,4.3,1.3,0.9,2,5.3,3.3,3.2,1.1,1.7,3.2,8.3,5.1,5.4,1.5,7368,10986,3951,4887,3095,11192
2020-21,2020,8,Region 9,2.3,3.5,7.7,5.3,5.3,2,1.3,2.5,6.1,4.3,3.7,1.4,3.3,4.5,9.3,6.3,6.9,2.6,4815,6575,4107,6069,2466,7411
2020-21,2020,8,United States,1.9,2.9,7.1,5.3,4.6,1.5,1.7,2.7,6.6,5,4.2,1.3,2.1,3.1,7.6,5.6,5,1.7,79128,105403,46580,65139,34064,107180
2020-21,2020,9,Region 1,13.1,21.1,25.4,22.3,20.7,9.7,11.9,19.7,23.1,20.6,18.4,8.7,14.3,22.5,27.7,24,23,10.7,9372,12155,4551,7012,3610,10005
2020-21,2020,9,Region 10,12.3,20.1,19,15.5,13.2,7.3,11.1,18.7,16.2,13.7,10.8,6.5,13.5,21.5,21.8,17.3,15.6,8.1,5431,7476,3127,4420,2008,8083
2020-21,2020,9,Region 2,14.4,21.6,26.9,23.2,19.8,8.4,13,20,24.1,21.2,17.1,7.6,15.8,23.2,29.7,25.2,22.5,9.2,6469,7663,2728,3358,1821,8335
2020-21,2020,9,Region 3,15.1,20.8,24.7,21.4,17.7,10.1,13.5,19,22.9,20.2,16.1,9.1,16.7,22.6,26.5,22.6,19.3,11.1,8323,9840,7535,11484,6016,10796
2020-21,2020,9,Region 4,10.2,20.2,19.3,16.6,13.2,7,9.2,19,17.7,15.4,11.8,6.2,11.2,21.4,20.9,17.8,14.6,7.8,8042,11758,6473,8989,4773,10450
2020-21,2020,9,Region 5,13.1,21.1,21,15.8,13.7,8.6,11.9,19.9,19.3,14.6,12.1,8,14.3,22.3,22.7,17,15.3,9.2,12030,14700,5404,7075,3740,16157
2020-21,2020,9,Region 6,12,21.2,20,17.2,13.8,6.8,10.4,19.4,18,15.7,12.1,5.8,13.6,23,22,18.7,15.5,7.8,6285,9073,5788,8097,4411,8881
2020-21,2020,9,Region 7,11.2,18.6,18.7,15.1,11.3,7.9,10.2,17.4,16.5,13.4,9.3,7.3,12.2,19.8,20.9,16.8,13.3,8.5,10993,15177,2916,3748,2124,15870
2020-21,2020,9,Region 8,11.9,19.9,20.6,16.8,14.3,8.2,10.7,18.7,18.3,15,12.3,7.6,13.1,21.1,22.9,18.6,16.3,8.8,7368,10986,3951,4887,3095,11192
2020-21,2020,9,Region 9,11.6,20.8,21.8,17.2,15.9,8.1,9.4,18.3,19.4,15.6,13.2,6.9,13.8,23.3,24.2,18.8,18.6,9.3,4815,6575,4107,6069,2466,7411
2020-21,2020,9,United States,12.4,20.7,21.4,17.7,15,8,11.8,20.1,20.7,17.2,14.3,7.6,13,21.3,22.1,18.2,15.7,8.4,79128,105403,46580,65139,34064,107180
2020-21,2020,10,Region 1,40.7,54.6,55.7,51.4,47.1,28,38.9,52.6,52.9,49.3,44.3,26.4,42.5,56.6,58.5,53.5,49.9,29.6,9372,12155,4551,7012,3610,10005
2020-21,2020,10,Region 10,36.2,51.6,41.3,40.7,34,21.9,34.2,49.8,37.9,38.3,30.5,20.7,38.2,53.4,44.7,43.1,37.5,23.1,5431,7476,3127,4420,2008,8083
2020-21,2020,10,Region 2,35.5,49,51,48.4,40.3,21.6,33.7,47,47.8,45.8,36.9,20.4,37.3,51,54.2,51,43.7,22.8,6469,7663,2728,3358,1821,8335
2020-21,2020,10,Region 3,39.5,54.2,52,47.1,42.1,25.8,37.3,51.8,49.8,45.6,39.9,24.2,41.7,56.6,54.2,48.6,44.3,27.4,8323,9840,7535,11484,6016,10796
2020-21,2020,10,Region 4,31.4,50.5,38.5,35.5,30.7,19.3,29.8,48.9,36.4,34,28.8,18.1,33,52.1,40.6,37,32.6,20.5,8042,11758,6473,8989,4773,10450
2020-21,2020,10,Region 5,36.8,52.1,43.6,40.7,33.7,23.8,35,50.5,41.4,39,31.5,22.6,38.6,53.7,45.8,42.4,35.9,25,12030,14700,5404,7075,3740,16157
2020-21,2020,10,Region 6,30.5,48.4,41.2,39.5,32.5,18.3,28.1,46,38.6,37.5,30,16.9,32.9,50.8,43.8,41.5,35,19.7,6285,9073,5788,8097,4411,8881
2020-21,2020,10,Region 7,39.5,54,47.3,43.4,35.2,24.6,37.9,52.6,44.1,41,32.3,23.6,41.1,55.4,50.5,45.8,38.1,25.6,10993,15177,2916,3748,2124,15870
2020-21,2020,10,Region 8,37.2,52.3,47.2,46,40.4,24.8,35.4,50.7,44.1,43.6,37.5,23.6,39,53.9,50.3,48.4,43.3,26,7368,10986,3951,4887,3095,11192
2020-21,2020,10,Region 9,30.3,45.3,42.6,34.8,33.7,19.7,27.2,42.2,39.7,32.8,30.3,17.7,33.4,48.4,45.5,36.8,37.1,21.7,4815,6575,4107,6069,2466,7411
2020-21,2020,10,United States,34.5,50.4,44.2,40.4,35.1,21.8,33.7,49.6,43.3,39.7,34.2,21.2,35.3,51.2,45.1,41.1,36,22.4,79128,105403,46580,65139,34064,107180
2020-21,2020,11,Region 1,52.3,66,70.4,65.3,59.3,37,50.3,64.2,67.7,63.3,56.5,35.2,54.3,67.8,73.1,67.3,62.1,38.8,9372,12155,4551,7012,3610,10005
2020-21,2020,11,Region 10,45.9,62,52.3,50.2,44.6,28.1,43.9,60.2,48.7,47.7,40.9,26.7,47.9,63.8,55.9,52.7,48.3,29.5,5431,7476,3127,4420,2008,8083
2020-21,2020,11,Region 2,44.6,59.2,64.9,56.8,49.8,29.1,42.6,57.2,61.8,54.1,46.3,27.5,46.6,61.2,68,59.5,53.3,30.7,6469,7663,2728,3358,1821,8335
2020-21,2020,11,Region 3,48.8,63.9,64.2,56.8,51.9,33.2,46.4,61.7,62,55.2,49.6,31.4,51.2,66.1,66.4,58.4,54.2,35,8323,9840,7535,11484,6016,10796
2020-21,2020,11,Region 4,40.1,60.8,48,44,37.1,25.2,38.3,59.2,45.8,42.4,35,24,41.9,62.4,50.2,45.6,39.2,26.4,8042,11758,6473,8989,4773,10450
2020-21,2020,11,Region 5,45.9,62.5,57,51.8,42.7,30.8,44.1,60.9,54.7,50,40.3,29.6,47.7,64.1,59.3,53.6,45.1,32,12030,14700,5404,7075,3740,16157
2020-21,2020,11,Region 6,38.4,57.9,53.1,49.2,41.4,23.9,35.9,55.5,50.3,47.2,38.6,22.3,40.9,60.3,55.9,51.2,44.2,25.5,6285,9073,5788,8097,4411,8881
2020-21,2020,11,Region 7,49.4,65.2,59.1,55.1,45.3,32.4,47.8,63.8,55.8,52.5,42,31.2,51,66.6,62.4,57.7,48.6,33.6,10993,15177,2916,3748,2124,15870
2020-21,2020,11,Region 8,46.2,61.7,57.5,56.1,49.2,32.3,44.4,60.1,54.3,53.6,46.1,31.1,48,63.3,60.7,58.6,52.3,33.5,7368,10986,3951,4887,3095,11192
2020-21,2020,11,Region 9,38.7,53.8,54.3,44.5,41.6,26.7,35,50.5,51.3,42.3,38,24.3,42.4,57.1,57.3,46.7,45.2,29.1,4815,6575,4107,6069,2466,7411
2020-21,2020,11,United States,43.4,60.4,56,50.2,43.7,28.6,42.4,59.6,55,49.5,42.7,28,44.4,61.2,57,50.9,44.7,29.2,79128,105403,46580,65139,34064,107180
2020-21,2020,12,Region 1,55.8,68.9,76.3,71.9,66.3,41.1,53.8,67.1,73.7,69.9,63.5,39.3,57.8,70.7,78.9,73.9,69.1,42.9,9372,12155,4551,7012,3610,10005
2020-21,2020,12,Region 10,49.2,65,57.3,52.9,46.9,31.3,47.2,63.2,53.5,50.3,43.2,29.9,51.2,66.8,61.1,55.5,50.6,32.7,5431,7476,3127,4420,2008,8083
2020-21,2020,12,Region 2,47.7,62.3,71.2,62.8,52.8,32.6,45.7,60.3,68.1,60.1,49.2,31,49.7,64.3,74.3,65.5,56.4,34.2,6469,7663,2728,3358,1821,8335
2020-21,2020,12,Region 3,51.1,67.3,68.5,60.8,55,36,48.7,65.1,66.4,59.2,52.7,34.2,53.5,69.5,70.6,62.4,57.3,37.8,8323,9840,7535,11484,6016,10796
2020-21,2020,12,Region 4,43.4,64.2,53.2,46.7,39.7,27.6,41.6,62.6,50.9,45,37.5,26.2,45.2,65.8,55.5,48.4,41.9,29,8042,11758,6473,8989,4773,10450
2020-21,2020,12,Region 5,48.3,65.1,62,55.7,45.2,33.6,46.5,63.5,59.6,53.8,42.7,32.2,50.1,66.7,64.4,57.6,47.7,35,12030,14700,5404,7075,3740,16157
2020-21,2020,12,Region 6,41,62,57,53.1,43.7,26.1,38.5,59.6,54.2,51,40.9,24.3,43.5,64.4,59.8,55.2,46.5,27.9,6285,9073,5788,8097,4411,8881
2020-21,2020,12,Region 7,51.8,68.3,64.6,58.4,48.1,35,50.2,66.9,61.3,55.8,44.7,33.8,53.4,69.7,67.9,61,51.5,36.2,10993,15177,2916,3748,2124,15870
2020-21,2020,12,Region 8,49.3,64.1,62.2,58.6,51.4,35.1,47.5,62.5,59,56.1,48.3,33.9,51.1,65.7,65.4,61.1,54.5,36.3,7368,10986,3951,4887,3095,11192
2020-21,2020,12,Region 9,41.6,59.1,60,48.7,44.9,29,37.9,55.8,56.9,46.4,41.2,26.6,45.3,62.4,63.1,51,48.6,31.4,4815,6575,4107,6069,2466,7411
2020-21,2020,12,United States,46.3,63.9,61.1,54.1,46.6,31.3,45.3,63.1,60.1,53.4,45.6,30.7,47.3,64.7,62.1,54.8,47.6,31.9,79128,105403,46580,65139,34064,107180
2021-22,2021,1,Region 1,59,72,77.1,70.1,60.2,43.2,57.2,70.4,74.7,68.3,57.6,41.6,60.8,73.6,79.5,71.9,62.8,44.8,10112,13934,4763,8307,3167,11802
2021-22,2021,1,Region 10,47.4,65.1,64,55.3,42,34.8,45.6,63.7,60.6,52.7,38.7,33.4,49.2,66.5,67.4,57.9,45.3,36.2,6884,9748,2892,4186,2056,10366
2021-22,2021,1,Region 2,51.7,68.5,69.2,61.1,54,35.8,49.5,66.5,66.2,58.7,50.9,34,53.9,70.5,72.2,63.5,57.1,37.6,6411,8494,3000,4018,2234,8029
2021-22,2021,1,Region 3,50.7,67.9,66.5,61,54.3,38.5,48,65.2,64.3,59.4,52.2,36.3,53.4,70.6,68.7,62.6,56.4,40.7,8130,11143,7048,11067,6246,10501
2021-22,2021,1,Region 4,40,62.2,49.2,46.3,39.8,28.1,38.2,60.6,47.1,44.8,37.9,26.7,41.8,63.8,51.3,47.8,41.7,29.5,9540,14220,7382,10763,5532,12302
2021-22,2021,1,Region 5,48.8,66.5,60.4,53.4,47.1,34.7,47,64.9,58.2,51.8,45,33.3,50.6,68.1,62.6,55,49.2,36.1,10433,13185,5721,8303,4348,13928
2021-22,2021,1,Region 6,41.6,64.1,57.5,50,44.6,26.2,39.1,61.9,55,48.2,42.4,24.6,44.1,66.3,60,51.8,46.8,27.8,6288,9267,6726,9400,4850,9002
2021-22,2021,1,Region 7,50.7,69.8,63.7,58.4,45.8,33,48.7,68.2,60.7,56.1,42.7,31.6,52.7,71.4,66.7,60.7,48.9,34.4,7792,11669,3200,4233,2177,11397
2021-22,2021,1,Region 8,49.5,67.7,64.1,57.5,48.3,36.8,47.7,66.3,61.1,55.3,45.4,35.4,51.3,69.1,67.1,59.7,51.2,38.2,8063,11185,4200,6117,3477,12698
2021-22,2021,1,Region 9,45.8,60.8,59,49.9,43.3,32.8,41.3,56.9,55.9,47.6,39.9,29.3,50.3,64.7,62.1,52.2,46.7,36.3,3789,5881,3905,6048,2780,5646
2021-22,2021,1,United States,46.8,65.7,60,53.3,46.2,32.9,46,64.9,59.1,52.6,45.3,32.3,47.6,66.5,60.9,54,47.1,33.5,77442,108726,48837,72442,36867,105671
2021-22,2021,2,Region 1,61.1,73.9,78.5,71.9,61.7,45.2,59.3,72.3,76.1,70.1,59,43.6,62.9,75.5,80.9,73.7,64.4,46.8,10112,13934,4763,8307,3167,11802
2021-22,2021,2,Region 10,50.1,68.2,66.4,56.7,43.6,37,48.3,66.8,63,54.1,40.2,35.6,51.9,69.6,69.8,59.3,47,38.4,6884,9748,2892,4186,2056,10366
2021-22,2021,2,Region 2,55.1,72.6,71.6,63.7,55.9,38.5,52.7,70.6,68.6,61.2,52.7,36.7,57.5,74.6,74.6,66.2,59.1,40.3,6411,8494,3000,4018,2234,8029
2021-22,2021,2,Region 3,53.1,70.9,68.5,62.9,55.7,40.4,50.2,68.2,66.3,61.3,53.5,38.2,56,73.6,70.7,64.5,57.9,42.6,8130,11143,7048,11067,6246,10501
2021-22,2021,2,Region 4,42.2,65.4,52,48.7,41.7,30.1,40.4,63.8,49.8,47.1,39.7,28.7,44,67,54.2,50.3,43.7,31.5,9540,14220,7382,10763,5532,12302
2021-22,2021,2,Region 5,51.6,69.1,63.1,55,48.8,37,49.8,67.5,60.9,53.3,46.6,35.6,53.4,70.7,65.3,56.7,51,38.4,10433,13185,5721,8303,4348,13928
2021-22,2021,2,Region 6,44.3,66.4,60.3,52.7,47.2,28.3,41.6,64.2,57.8,50.9,44.9,26.5,47,68.6,62.8,54.5,49.5,30.1,6288,9267,6726,9400,4850,9002
2021-22,2021,2,Region 7,53.2,72.5,65.2,59.2,46.3,34.8,51,70.9,62.2,56.9,43.2,33.2,55.4,74.1,68.2,61.5,49.4,36.4,7792,11669,3200,4233,2177,11397
2021-22,2021,2,Region 8,50.6,70.9,64.8,58.5,49.1,38.7,48.8,69.5,61.7,56.2,46.2,37.3,52.4,72.3,67.9,60.8,52,40.1,8063,11185,4200,6117,3477,12698
2021-22,2021,2,Region 9,47.8,63.6,62.4,52.9,44.3,33.7,43.1,59.7,59.2,50.5,40.9,30.2,52.5,67.5,65.6,55.3,47.7,37.2,3789,5881,3905,6048,2780,5646
2021-22,2021,2,United States,49.3,68.6,62.5,55.5,47.9,34.9,48.5,67.8,61.6,54.8,47,34.3,50.1,69.4,63.4,56.2,48.8,35.5,77442,108726,48837,72442,36867,105671
2021-22,2021,3,Region 1,62.8,75.4,79.3,73.4,64.5,46.3,60.8,73.8,76.8,71.5,61.6,44.7,64.8,77,81.8,75.3,67.4,47.9,10112,13934,4763,8307,3167,11802
2021-22,2021,3,Region 10,52.1,70.4,68.7,58,44.6,38.6,50.3,69,65.2,55.3,41.1,37.2,53.9,71.8,72.2,60.7,48.1,40,6884,9748,2892,4186,2056,10366
2021-22,2021,3,Region 2,56.5,75,72.9,64.8,56.1,39.4,54.1,72.8,69.8,62.2,52.9,37.6,58.9,77.2,76,67.4,59.3,41.2,6411,8494,3000,4018,2234,8029
2021-22,2021,3,Region 3,54.3,73.3,70.9,64.2,56.4,41.9,51.4,70.6,68.6,62.5,54.2,39.7,57.2,76,73.2,65.9,58.6,44.1,8130,11143,7048,11067,6246,10501
2021-22,2021,3,Region 4,43.6,67.3,54.1,49.7,42.6,31.3,41.6,65.7,51.8,48.1,40.5,29.9,45.6,68.9,56.4,51.3,44.7,32.7,9540,14220,7382,10763,5532,12302
2021-22,2021,3,Region 5,53.1,71.2,64.6,56.3,50,37.8,51.3,69.6,62.3,54.6,47.7,36.4,54.9,72.8,66.9,58,52.3,39.2,10433,13185,5721,8303,4348,13928
2021-22,2021,3,Region 6,46.4,68.8,63.3,54.1,48,29.4,43.7,66.6,60.7,52.2,45.7,27.6,49.1,71,65.9,56,50.3,31.2,6288,9267,6726,9400,4850,9002
2021-22,2021,3,Region 7,53.9,74.2,66.4,60.2,46.8,35.8,51.7,72.4,63.3,57.9,43.7,34.2,56.1,76,69.5,62.5,49.9,37.4,7792,11669,3200,4233,2177,11397
2021-22,2021,3,Region 8,52,73.2,67.2,60.6,50.1,40.3,50.2,71.8,64,58.2,47,38.9,53.8,74.6,70.4,63,53.2,41.7,8063,11185,4200,6117,3477,12698
2021-22,2021,3,Region 9,48.7,66,66.3,55.1,45.5,34.6,44,61.9,62.9,52.6,42,31.1,53.4,70.1,69.7,57.6,49,38.1,3789,5881,3905,6048,2780,5646
2021-22,2021,3,United States,50.8,70.7,64.8,56.9,48.8,36.1,50,69.9,63.8,56.2,47.9,35.5,51.6,71.5,65.8,57.6,49.7,36.7,77442,108726,48837,72442,36867,105671
2021-22,2021,4,Region 1,63.2,78.2,80.6,75.2,65,47,61.2,76.2,77.9,73.1,62,45.4,65.2,80.2,83.3,77.3,68,48.6,10112,13934,4763,8307,3167,11802
2021-22,2021,4,Region 10,53.1,72.3,69.5,59.1,44.7,39.4,51.3,70.7,65.9,56.3,41.2,38,54.9,73.9,73.1,61.9,48.2,40.8,6884,9748,2892,4186,2056,10366
2021-22,2021,4,Region 2,57.9,77.4,73.1,66,56.5,40.8,55.4,75.2,70,63.4,53.3,38.8,60.4,79.6,76.2,68.6,59.7,42.8,6411,8494,3000,4018,2234,8029
2021-22,2021,4,Region 3,55.7,74.4,71.6,65.1,57.3,42.6,52.6,71.7,69.3,63.4,55,40.2,58.8,77.1,73.9,66.8,59.6,45,8130,11143,7048,11067,6246,10501
2021-22,2021,4,Region 4,44.6,68.5,55.7,50.8,42.7,31.7,42.6,66.7,53.2,49.1,40.6,30.1,46.6,70.3,58.2,52.5,44.8,33.3,9540,14220,7382,10763,5532,12302
2021-22,2021,4,Region 5,53.7,73.1,65.8,57.1,50.8,38.4,51.9,71.5,63.4,55.4,48.5,37,55.5,74.7,68.2,58.8,53.1,39.8,10433,13185,5721,8303,4348,13928
2021-22,2021,4,Region 6,47.1,70.3,65,54.7,48.5,30.2,44.4,68.1,62.3,52.8,46.1,28.2,49.8,72.5,67.7,56.6,50.9,32.2,6288,9267,6726,9400,4850,9002
2021-22,2021,4,Region 7,54.1,75.4,67.4,61.2,47,36.4,51.9,73.6,64.3,58.7,43.9,34.8,56.3,77.2,70.5,63.7,50.1,38,7792,11669,3200,4233,2177,11397
2021-22,2021,4,Region 8,52.6,74.9,68.4,60.6,51.7,40.8,50.6,73.3,65,58.2,48.2,39.4,54.6,76.5,71.8,63,55.2,42.2,8063,11185,4200,6117,3477,12698
2021-22,2021,4,Region 9,49.8,68.9,66.9,56.5,46.7,34.9,45.1,64.6,63.5,53.9,42.9,31.4,54.5,73.2,70.3,59.1,50.5,38.4,3789,5881,3905,6048,2780,5646
2021-22,2021,4,United States,51.7,72.5,65.9,57.9,49.4,36.8,50.9,71.7,64.9,57.1,48.4,36.2,52.5,73.3,66.9,58.7,50.4,37.4,77442,108726,48837,72442,36867,105671
2021-22,2021,5,Region 1,64.5,79.6,80.9,75.7,65,48,62.1,77.6,78.2,73.6,62,45.8,66.9,81.6,83.6,77.8,68,50.2,10112,13934,4763,8307,3167,11802
2021-22,2021,5,Region 10,53.6,73.3,70.1,60.2,44.7,39.6,51.8,71.7,66.5,57.3,41.2,38.2,55.4,74.9,73.7,63.1,48.2,41,6884,9748,2892,4186,2056,10366
2021-22,2021,5,Region 2,58,78.5,73.6,66.3,56.5,41,55.5,76.3,70.5,63.6,53.3,39,60.5,80.7,76.7,69,59.7,43,6411,8494,3000,4018,2234,8029
2021-22,2021,5,Region 3,56.2,76.3,72.4,65.4,57.5,42.7,53.1,73.4,70.1,63.7,55.2,40.3,59.3,79.2,74.7,67.1,59.8,45.1,8130,11143,7048,11067,6246,10501
2021-22,2021,5,Region 4,46.2,69.9,56.5,51.7,42.9,32,43.8,67.9,53.9,49.9,40.8,30.4,48.6,71.9,59.1,53.5,45,33.6,9540,14220,7382,10763,5532,12302
2021-22,2021,5,Region 5,54.2,75,66.3,57.2,50.8,38.9,52.2,73.2,63.9,55.5,48.5,37.3,56.2,76.8,68.7,58.9,53.1,40.5,10433,13185,5721,8303,4348,13928
2021-22,2021,5,Region 6,47.4,71.5,66.6,55.1,49.4,30.9,44.7,69.3,63.8,53.2,46.9,28.9,50.1,73.7,69.4,57,51.9,32.9,6288,9267,6726,9400,4850,9002
2021-22,2021,5,Region 7,54.8,76.2,68.1,61.9,47,36.5,52.4,74.2,65,59.4,43.9,34.9,57.2,78.2,71.2,64.4,50.1,38.1,7792,11669,3200,4233,2177,11397
2021-22,2021,5,Region 8,53.6,75.6,69.2,61.3,52.3,41,51.4,74,65.7,58.7,48.7,39.4,55.8,77.2,72.7,63.9,55.9,42.6,8063,11185,4200,6117,3477,12698
2021-22,2021,5,Region 9,49.8,71.8,67.3,57,48.1,34.9,45.1,65.5,63.9,54.4,44.1,31.4,54.5,78.1,70.7,59.6,52.1,38.4,3789,5881,3905,6048,2780,5646
2021-22,2021,5,United States,52.4,73.9,66.7,58.4,49.8,37.1,51.4,73.1,65.7,57.6,48.8,36.5,53.4,74.7,67.7,59.2,50.8,37.7,77442,108726,48837,72442,36867,105671
2021-22,2021,7,Region 1,0.4,0.6,2.5,1.1,1.4,0.5,0.2,0.4,1.7,0.7,0.8,0.3,0.6,0.8,3.3,1.5,2,0.7,10112,13934,4763,8307,3167,11802
